State,Soil Type,Previous Crop,Fertilizer Used,Water Hardness,Livestock,Resources,Temperature,Rainfall,Recommend Crop,Required Water,Required Fertilizer,Crop Protection Tip,Limited Resources Tip,Predicted Disease,Disease Prevention Tip
Andaman and Nicobar Islands,Alluvial,Pepper,NPK,Soft,None,None,31,1,Pepper,1800,"NPK: 85 kg/ha, Compost: 1400 kg/ha",Use netting for birds,Apply drip irrigation,Blast in rice,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Coconut,Compost,Soft,Pigs,None,30,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Practice mulching,Leaf Spot in banana,Apply fungicides
Andaman and Nicobar Islands,Alluvial,Coconut,Urea,Hard,Cattle,None,26,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Use intercropping,Root Rot in pineapple,Use resistant varieties
Andaman and Nicobar Islands,Alluvial,Vegetables,Compost,Soft,Cattle,None,28,1,Vegetables,2700,"Urea: 85 kg/ha, Compost: 1200 kg/ha",Use netting for birds,Apply drip irrigation,Leaf Spot in banana,Apply fungicides
Andaman and Nicobar Islands,Laterite,Banana,DAP,Soft,Goats,None,28,1,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Use netting for birds,Apply drip irrigation,Blast in rice,Use resistant varieties
Andaman and Nicobar Islands,Alluvial,Vegetables,NPK,Hard,Cattle,None,22,1,Vegetables,2700,"Urea: 85 kg/ha, Compost: 1200 kg/ha",Use netting for birds,Practice mulching,Wilt in pepper,Ensure proper drainage
Andaman and Nicobar Islands,Alluvial,Coconut,Compost,Hard,Pigs,None,25,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Practice mulching,Bud Rot in coconut,Regular crop monitoring
Andaman and Nicobar Islands,Loamy,Banana,DAP,Soft,Poultry,None,30,1,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Apply organic pesticides,Use intercropping,Root Rot in pineapple,Apply fungicides
Andaman and Nicobar Islands,Alluvial,Pepper,NPK,Hard,None,None,27,1,Pepper,1800,"NPK: 85 kg/ha, Compost: 1400 kg/ha",Apply organic pesticides,Use intercropping,Leaf Spot in banana,Regular crop monitoring
Andaman and Nicobar Islands,Laterite,Pulses,Urea,Soft,Pigs,Power Tiller,27,2,Pulses,1700,"NPK: 90 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Utilize compost for soil health,Blast in rice,Apply fungicides
Andaman and Nicobar Islands,Loamy,Banana,DAP,Soft,Goats,None,31,2,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Use netting for birds,Apply drip irrigation,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Laterite,Vegetables,Urea,Soft,Poultry,None,29,1,Vegetables,2700,"Urea: 85 kg/ha, Compost: 1200 kg/ha",Fence fields for cattle,Practice mulching,Blast in rice,Apply fungicides
Andaman and Nicobar Islands,Sandy,Rice,NPK,Hard,None,Seed Drill,22,3,Rice,5000,"Urea: 100 kg/ha, Compost: 2000 kg/ha",Fence fields for cattle,Practice mulching,Root Rot in pineapple,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Rice,Urea,Soft,Pigs,Plough,23,3,Rice,5000,"Urea: 100 kg/ha, Compost: 2000 kg/ha",Ensure proper irrigation,Use intercropping,Blast in rice,Apply fungicides
Andaman and Nicobar Islands,Laterite,Banana,Compost,Hard,Pigs,None,26,2,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Ensure proper irrigation,Utilize compost for soil health,Wilt in pepper,Apply fungicides
Andaman and Nicobar Islands,Loamy,Tapioca,NPK,Hard,Poultry,None,27,3,Tapioca,2600,"DAP: 80 kg/ha, Compost: 1700 kg/ha",Apply organic pesticides,Practice mulching,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Pineapple,DAP,Hard,Poultry,None,22,1,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Use netting for birds,Apply drip irrigation,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Alluvial,Pulses,Urea,Soft,None,Thrasher,23,2,Pulses,1700,"NPK: 90 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Practice mulching,Bud Rot in coconut,Use resistant varieties
Andaman and Nicobar Islands,Loamy,Areca Nut,Urea,Soft,Poultry,None,28,3,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Use netting for birds,Practice mulching,Blast in rice,Regular crop monitoring
Andaman and Nicobar Islands,Sandy,Banana,NPK,Soft,Goats,None,32,2,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Fence fields for cattle,Use intercropping,Root Rot in pineapple,Use resistant varieties
Andaman and Nicobar Islands,Sandy,Coconut,NPK,Soft,Pigs,None,27,3,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Practice mulching,Blast in rice,Apply fungicides
Andaman and Nicobar Islands,Laterite,Rice,Compost,Hard,None,Power Tiller,31,1,Rice,5000,"Urea: 100 kg/ha, Compost: 2000 kg/ha",Use netting for birds,Utilize compost for soil health,Root Rot in pineapple,Ensure proper drainage
Andaman and Nicobar Islands,Alluvial,Pepper,DAP,Soft,Cattle,None,25,2,Pepper,1800,"NPK: 85 kg/ha, Compost: 1400 kg/ha",Use netting for birds,Practice mulching,Bud Rot in coconut,Use resistant varieties
Andaman and Nicobar Islands,Loamy,Vegetables,NPK,Soft,Cattle,None,32,2,Vegetables,2700,"Urea: 85 kg/ha, Compost: 1200 kg/ha",Ensure proper irrigation,Utilize compost for soil health,Root Rot in pineapple,Regular crop monitoring
Andaman and Nicobar Islands,Sandy,Vegetables,DAP,Hard,Cattle,None,22,2,Vegetables,2700,"Urea: 85 kg/ha, Compost: 1200 kg/ha",Ensure proper irrigation,Use intercropping,Bud Rot in coconut,Apply fungicides
Andaman and Nicobar Islands,Alluvial,Pepper,DAP,Hard,Poultry,None,28,2,Pepper,1800,"NPK: 85 kg/ha, Compost: 1400 kg/ha",Fence fields for cattle,Utilize compost for soil health,Leaf Spot in banana,Apply fungicides
Andaman and Nicobar Islands,Loamy,Tapioca,Compost,Hard,None,None,24,3,Tapioca,2600,"DAP: 80 kg/ha, Compost: 1700 kg/ha",Fence fields for cattle,Utilize compost for soil health,Leaf Spot in banana,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Areca Nut,Compost,Hard,Cattle,None,27,3,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Use netting for birds,Apply drip irrigation,Root Rot in pineapple,Ensure proper drainage
Andaman and Nicobar Islands,Laterite,Tapioca,Urea,Soft,None,None,28,1,Tapioca,2600,"DAP: 80 kg/ha, Compost: 1700 kg/ha",Fence fields for cattle,Utilize compost for soil health,Leaf Spot in banana,Use resistant varieties
Andaman and Nicobar Islands,Laterite,Cashew,DAP,Hard,None,None,26,1,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Use intercropping,Bud Rot in coconut,Regular crop monitoring
Andaman and Nicobar Islands,Alluvial,Pulses,DAP,Hard,Cattle,Seed Drill,22,3,Pulses,1700,"NPK: 90 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Apply drip irrigation,Wilt in pepper,Use resistant varieties
Andaman and Nicobar Islands,Loamy,Coconut,NPK,Hard,Pigs,None,28,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Practice mulching,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Pineapple,NPK,Hard,None,None,32,2,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Ensure proper irrigation,Use intercropping,Leaf Spot in banana,Use resistant varieties
Andaman and Nicobar Islands,Loamy,Coconut,Compost,Hard,Goats,None,28,2,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Utilize compost for soil health,Root Rot in pineapple,Use resistant varieties
Andaman and Nicobar Islands,Laterite,Rice,DAP,Soft,None,Plough,26,3,Rice,5000,"Urea: 100 kg/ha, Compost: 2000 kg/ha",Apply organic pesticides,Practice mulching,Root Rot in pineapple,Ensure proper drainage
Andaman and Nicobar Islands,Loamy,Banana,Urea,Hard,Goats,None,31,1,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Fence fields for cattle,Practice mulching,Leaf Spot in banana,Regular crop monitoring
Andaman and Nicobar Islands,Alluvial,Banana,Urea,Hard,Goats,None,24,2,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Fence fields for cattle,Practice mulching,Wilt in pepper,Apply fungicides
Andaman and Nicobar Islands,Laterite,Pineapple,NPK,Soft,Goats,None,24,3,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Use netting for birds,Use intercropping,Leaf Spot in banana,Ensure proper drainage
Andaman and Nicobar Islands,Laterite,Areca Nut,NPK,Hard,Poultry,None,28,1,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Fence fields for cattle,Practice mulching,Bud Rot in coconut,Regular crop monitoring
Andaman and Nicobar Islands,Alluvial,Pepper,Urea,Soft,Goats,None,26,3,Pepper,1800,"NPK: 85 kg/ha, Compost: 1400 kg/ha",Apply organic pesticides,Apply drip irrigation,Blast in rice,Apply fungicides
Andaman and Nicobar Islands,Alluvial,Pepper,NPK,Hard,Poultry,None,32,1,Pepper,1800,"NPK: 85 kg/ha, Compost: 1400 kg/ha",Ensure proper irrigation,Apply drip irrigation,Root Rot in pineapple,Use resistant varieties
Andaman and Nicobar Islands,Laterite,Areca Nut,Urea,Soft,Pigs,None,28,1,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Ensure proper irrigation,Use intercropping,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Cashew,DAP,Hard,Cattle,None,23,1,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Apply drip irrigation,Wilt in pepper,Ensure proper drainage
Andaman and Nicobar Islands,Laterite,Coconut,NPK,Soft,Cattle,None,25,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Apply drip irrigation,Blast in rice,Regular crop monitoring
Andaman and Nicobar Islands,Laterite,Cashew,DAP,Hard,Cattle,None,32,3,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Utilize compost for soil health,Root Rot in pineapple,Regular crop monitoring
Andaman and Nicobar Islands,Alluvial,Pineapple,Compost,Soft,Cattle,None,32,2,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Ensure proper irrigation,Practice mulching,Root Rot in pineapple,Regular crop monitoring
Andaman and Nicobar Islands,Alluvial,Vegetables,NPK,Hard,Poultry,None,24,2,Vegetables,2700,"Urea: 85 kg/ha, Compost: 1200 kg/ha",Apply organic pesticides,Use intercropping,Leaf Spot in banana,Use resistant varieties
Andaman and Nicobar Islands,Sandy,Areca Nut,Urea,Hard,Poultry,None,32,2,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Use netting for birds,Utilize compost for soil health,Blast in rice,Use resistant varieties
Andaman and Nicobar Islands,Sandy,Coconut,Urea,Soft,Goats,None,31,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Practice mulching,Leaf Spot in banana,Ensure proper drainage
Andaman and Nicobar Islands,Alluvial,Pineapple,NPK,Soft,Poultry,None,27,3,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Use netting for birds,Use intercropping,Blast in rice,Apply fungicides
Andaman and Nicobar Islands,Laterite,Coconut,Compost,Hard,Pigs,None,27,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Apply drip irrigation,Root Rot in pineapple,Use resistant varieties
Andaman and Nicobar Islands,Loamy,Areca Nut,NPK,Soft,Pigs,None,25,2,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Apply organic pesticides,Practice mulching,Wilt in pepper,Regular crop monitoring
Andaman and Nicobar Islands,Loamy,Pineapple,NPK,Hard,None,None,30,2,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Fence fields for cattle,Utilize compost for soil health,Wilt in pepper,Regular crop monitoring
Andaman and Nicobar Islands,Laterite,Banana,DAP,Soft,Poultry,None,27,2,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Use netting for birds,Practice mulching,Root Rot in pineapple,Use resistant varieties
Andaman and Nicobar Islands,Alluvial,Pineapple,DAP,Hard,Goats,None,24,1,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Use netting for birds,Practice mulching,Leaf Spot in banana,Use resistant varieties
Andaman and Nicobar Islands,Laterite,Pineapple,Urea,Soft,Goats,None,30,1,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Apply organic pesticides,Practice mulching,Root Rot in pineapple,Apply fungicides
Andaman and Nicobar Islands,Alluvial,Pulses,Urea,Soft,Poultry,Brush Cutter,29,1,Pulses,1700,"NPK: 90 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Apply drip irrigation,Blast in rice,Use resistant varieties
Andaman and Nicobar Islands,Laterite,Vegetables,NPK,Soft,Goats,None,23,2,Vegetables,2700,"Urea: 85 kg/ha, Compost: 1200 kg/ha",Ensure proper irrigation,Use intercropping,Leaf Spot in banana,Apply fungicides
Andaman and Nicobar Islands,Loamy,Coconut,NPK,Soft,Pigs,None,32,3,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Apply drip irrigation,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Alluvial,Areca Nut,Compost,Hard,Cattle,None,27,2,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Apply organic pesticides,Utilize compost for soil health,Wilt in pepper,Use resistant varieties
Andaman and Nicobar Islands,Alluvial,Banana,Compost,Hard,Cattle,None,31,3,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Fence fields for cattle,Use intercropping,Leaf Spot in banana,Use resistant varieties
Andaman and Nicobar Islands,Laterite,Cashew,Compost,Hard,Pigs,None,25,3,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Use intercropping,Blast in rice,Ensure proper drainage
Andaman and Nicobar Islands,Loamy,Pepper,Compost,Soft,Cattle,None,29,2,Pepper,1800,"NPK: 85 kg/ha, Compost: 1400 kg/ha",Fence fields for cattle,Use intercropping,Root Rot in pineapple,Regular crop monitoring
Andaman and Nicobar Islands,Alluvial,Pineapple,DAP,Soft,None,None,22,1,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Apply organic pesticides,Apply drip irrigation,Bud Rot in coconut,Regular crop monitoring
Andaman and Nicobar Islands,Loamy,Coconut,NPK,Soft,Goats,None,29,2,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Practice mulching,Blast in rice,Regular crop monitoring
Andaman and Nicobar Islands,Alluvial,Coconut,NPK,Hard,Goats,None,27,2,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Practice mulching,Wilt in pepper,Apply fungicides
Andaman and Nicobar Islands,Loamy,Vegetables,Urea,Soft,Goats,None,24,1,Vegetables,2700,"Urea: 85 kg/ha, Compost: 1200 kg/ha",Fence fields for cattle,Utilize compost for soil health,Wilt in pepper,Apply fungicides
Andaman and Nicobar Islands,Sandy,Pineapple,Urea,Soft,Goats,None,32,1,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Ensure proper irrigation,Apply drip irrigation,Leaf Spot in banana,Use resistant varieties
Andaman and Nicobar Islands,Alluvial,Areca Nut,DAP,Hard,None,None,32,2,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Ensure proper irrigation,Utilize compost for soil health,Blast in rice,Apply fungicides
Andaman and Nicobar Islands,Sandy,Cashew,DAP,Soft,Cattle,None,32,1,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Utilize compost for soil health,Wilt in pepper,Apply fungicides
Andaman and Nicobar Islands,Laterite,Coconut,NPK,Soft,Goats,None,27,2,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Practice mulching,Bud Rot in coconut,Use resistant varieties
Andaman and Nicobar Islands,Loamy,Banana,DAP,Soft,Poultry,None,28,1,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Ensure proper irrigation,Practice mulching,Leaf Spot in banana,Use resistant varieties
Andaman and Nicobar Islands,Loamy,Cashew,DAP,Soft,Pigs,None,31,3,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Practice mulching,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Pineapple,NPK,Soft,Cattle,None,24,2,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Ensure proper irrigation,Use intercropping,Leaf Spot in banana,Apply fungicides
Andaman and Nicobar Islands,Sandy,Cashew,Urea,Soft,Pigs,None,27,2,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Apply drip irrigation,Root Rot in pineapple,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Pulses,Urea,Hard,Poultry,Thrasher,29,1,Pulses,1700,"NPK: 90 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Practice mulching,Root Rot in pineapple,Ensure proper drainage
Andaman and Nicobar Islands,Laterite,Areca Nut,Urea,Hard,Goats,None,27,2,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Ensure proper irrigation,Use intercropping,Blast in rice,Ensure proper drainage
Andaman and Nicobar Islands,Alluvial,Rice,DAP,Soft,Pigs,Plough,24,1,Rice,5000,"Urea: 100 kg/ha, Compost: 2000 kg/ha",Ensure proper irrigation,Practice mulching,Leaf Spot in banana,Use resistant varieties
Andaman and Nicobar Islands,Laterite,Coconut,NPK,Hard,Pigs,None,29,2,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Use intercropping,Wilt in pepper,Use resistant varieties
Andaman and Nicobar Islands,Sandy,Pepper,NPK,Soft,Cattle,None,28,3,Pepper,1800,"NPK: 85 kg/ha, Compost: 1400 kg/ha",Ensure proper irrigation,Use intercropping,Root Rot in pineapple,Use resistant varieties
Andaman and Nicobar Islands,Sandy,Tapioca,Urea,Soft,Poultry,None,30,1,Tapioca,2600,"DAP: 80 kg/ha, Compost: 1700 kg/ha",Use netting for birds,Apply drip irrigation,Wilt in pepper,Apply fungicides
Andaman and Nicobar Islands,Laterite,Cashew,Urea,Hard,Goats,None,32,3,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Utilize compost for soil health,Blast in rice,Regular crop monitoring
Andaman and Nicobar Islands,Laterite,Tapioca,DAP,Hard,Pigs,None,22,1,Tapioca,2600,"DAP: 80 kg/ha, Compost: 1700 kg/ha",Ensure proper irrigation,Practice mulching,Wilt in pepper,Apply fungicides
Andaman and Nicobar Islands,Loamy,Pulses,Urea,Hard,Cattle,Thrasher,26,3,Pulses,1700,"NPK: 90 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Utilize compost for soil health,Leaf Spot in banana,Regular crop monitoring
Andaman and Nicobar Islands,Alluvial,Cashew,Urea,Hard,Cattle,None,31,2,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Apply drip irrigation,Blast in rice,Use resistant varieties
Andaman and Nicobar Islands,Loamy,Banana,Urea,Soft,Cattle,None,31,1,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Apply organic pesticides,Utilize compost for soil health,Leaf Spot in banana,Regular crop monitoring
Andaman and Nicobar Islands,Sandy,Banana,NPK,Hard,Pigs,None,28,2,Banana,3000,"NPK: 120 kg/ha, Compost: 1600 kg/ha",Use netting for birds,Practice mulching,Blast in rice,Use resistant varieties
Andaman and Nicobar Islands,Alluvial,Tapioca,DAP,Soft,Poultry,None,32,3,Tapioca,2600,"DAP: 80 kg/ha, Compost: 1700 kg/ha",Fence fields for cattle,Use intercropping,Bud Rot in coconut,Use resistant varieties
Andaman and Nicobar Islands,Sandy,Coconut,DAP,Soft,Poultry,None,32,3,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Practice mulching,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Loamy,Pulses,Urea,Soft,Poultry,Thrasher,26,3,Pulses,1700,"NPK: 90 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Apply drip irrigation,Bud Rot in coconut,Use resistant varieties
Andaman and Nicobar Islands,Alluvial,Pulses,NPK,Hard,Pigs,Thrasher,23,1,Pulses,1700,"NPK: 90 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Practice mulching,Bud Rot in coconut,Apply fungicides
Andaman and Nicobar Islands,Sandy,Areca Nut,Compost,Soft,None,None,22,2,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Apply organic pesticides,Utilize compost for soil health,Wilt in pepper,Regular crop monitoring
Andaman and Nicobar Islands,Alluvial,Rice,Compost,Hard,Poultry,Seed Drill,26,1,Rice,5000,"Urea: 100 kg/ha, Compost: 2000 kg/ha",Ensure proper irrigation,Apply drip irrigation,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Tapioca,NPK,Hard,Pigs,None,32,1,Tapioca,2600,"DAP: 80 kg/ha, Compost: 1700 kg/ha",Ensure proper irrigation,Apply drip irrigation,Wilt in pepper,Regular crop monitoring
Andaman and Nicobar Islands,Laterite,Vegetables,NPK,Soft,Goats,None,23,3,Vegetables,2700,"Urea: 85 kg/ha, Compost: 1200 kg/ha",Use netting for birds,Apply drip irrigation,Bud Rot in coconut,Regular crop monitoring
Andaman and Nicobar Islands,Loamy,Pepper,Compost,Soft,None,None,25,3,Pepper,1800,"NPK: 85 kg/ha, Compost: 1400 kg/ha",Use netting for birds,Apply drip irrigation,Root Rot in pineapple,Apply fungicides
Andaman and Nicobar Islands,Loamy,Pineapple,Compost,Hard,Poultry,None,27,2,Pineapple,2800,"DAP: 95 kg/ha, Compost: 1800 kg/ha",Use netting for birds,Utilize compost for soil health,Wilt in pepper,Ensure proper drainage
